lncRNA名称 adipose adrenal brain brain_R breast colon foreskin_R heart hela_R HLF_1_R HLF_2_R kidney liver liver_R lung lymphNode ovary placenta_R prostate skeltalMuscle testis testis_R thyroid leukocyte
NONHSAT017775.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
NONHSAT017778.2 0.0457954 0.0575659 0.0 0.0253894 0.0115156 0.0301634 0.0 0.0 0.0 0.00755196 0.00747129 0.0 0.0391128 0.0 0.151684 0.178956 0.152764 0.0162394 0.00461454 0.0115038 0.0 0.0 0.0191109 0.0
NONHSAT017782.2 0.256101 0.0 0.0 0.0 0.0 0.380908 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.218611 0.0 0.0 0.0
NONHSAT017784.2 0.0 0.02241 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.271068 0.0
NONHSAT017939.2 1.1228 1.6987 1.87662 1.00162 2.33238 1.29302 1.34466 1.14306 0.677286 14.0096 13.4438 2.97033 0.17187 0.187806 0.9585 2.03238 1.68774 1.33879 2.09674 1.17305 1.33207 0.348228 2.16616 0.520463
NONHSAT017940.2 0.0 0.259703 0.0398261 0.103012 0.0452942 0.291441 0.35008 0.131053 0.0 0.0803811 0.307009 0.0 0.471336 0.0 0.0 0.0 0.0 0.102266 0.294807 0.0 0.431512 0.201611 0.272182 0.0
NONHSAT017941.2 0.0 0.134948 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.55883 0.689485 0.0 0.0 0.0 0.0 0.0 0.012723 0.0 0.0 0.0 0.137507 0.0 0.155713 0.0
NONHSAT017943.2 0.0 0.0 0.0 0.0 0.0 0.0 1.2994 0.0 0.0 4.73741 3.55084 0.135854 0.0 0.0 0.0 0.0 0.0 0.107251 0.0 0.0 0.0 0.0 0.0899126 0.0
NONHSAT017944.2 0.0 0.0 0.0 0.0 0.0 0.0 0.000156306 0.0 0.0 4.15819 5.77061 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
NONHSAT017951.2 0.304516 0.538992 0.985119 0.148328 0.376798 0.677879 0.751028 0.111884 0.54128 1.41563 1.50028 1.6684 0.0 0.0 0.454051 0.761021 0.715883 0.143104 0.456295 0.674044 1.72702 0.372724 1.39363 2.16725
NONHSAT018088.2 0.0 0.0 0.0 0.0650744 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.421553 0.0 0.0 0.0 0.225018 0.0 0.381725 0.0 0.0 0.0
NONHSAT018228.2 0.0 0.0414358 0.374142 0.366598 0.0 0.0973471 0.240443 0.0220607 0.134912 0.0624078 0.019415 0.49265 0.0254753 0.0 0.0 0.0595512 0.195257 0.0713433 0.142186 0.00597462 0.13952 0.282132 0.284744 0.0819864
NONHSAT021423.2 0.0 0.000473344 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00061496 0.0 0.0 0.0 0.0 0.0 0.000477231 0.0 0.0 0.0 0.0 0.0
NONHSAT021424.2 0.0 0.0 0.0 0.0441284 0.0 0.0 0.0 0.0 0.0 0.267355 0.0273362 0.0236043 0.0168451 0.0 0.0370363 0.0366623 0.0 0.150584 0.0614798 0.0 0.20681 0.0553905 0.427383 0.0
NONHSAT021824.2 0.0 0.0 0.0 0.0 0.0 0.828227 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
NONHSAT021828.2 0.0108414 0.124329 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00393314 0.0 0.0 0.0 0.0 0.0 0.0 0.0644773 0.0 0.0 0.0 0.560148 0.0 0.000680925 0.0
NONHSAT021834.2 0.303796 0.0 0.408603 0.0 0.0 0.625792 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0157135 2.16385 0.0 0.0 0.0 0.0 0.0 0.573624 0.0 0.0 0.0
NONHSAT021840.2 0.0 0.0 0.155323 0.0 0.0 0.0 0.361323 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.506042 0.0 0.0 0.0 0.0 0.0 0.0 0.15279 0.312665 0.0
NONHSAT021844.2 0.0 0.175942 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.603926 0.0 0.0 0.0 0.0 0.258577 0.922467 0.0 0.0 0.0 0.13388 0.0 0.148718
NONHSAT021854.2 0.16686 0.0 0.0 0.0 0.0 0.0 0.0 0.0454822 0.0 0.0 0.0921179 0.0 0.000432226 0.0 1.24764 2.06586 0.0 0.105064 0.0220901 0.0 0.0 0.0 0.994822 0.341343
NONHSAT021856.2 0.0 0.0 0.0 0.0 0.235556 0.0 0.918659 0.0892959 0.61856 0.0 0.0 1.15483 0.571824 0.0 1.38747 2.43358 0.0 0.121937 0.0 0.0 0.0149569 0.0 0.0204992 0.0
NONHSAT023372.2 1.28989 0.733416 0.709353 6.22201 0.270829 0.0 0.173053 1.95411 0.0 0.340574 0.0 0.767853 0.0 0.0 0.918875 0.292978 0.00456616 1.05985 1.28879 1.25742 2.24011 4.19773 1.02126 0.686505
NONHSAT023378.2 0.529745 0.27346 0.695068 0.190403 0.196807 0.0 0.765028 0.167546 0.756194 0.000307244 0.0 0.37223 0.370337 0.0 0.0924206 0.0 0.633401 0.903819 0.0 0.188671 0.253847 0.0 0.0 0.0
NONHSAT023394.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.103319 0.0196307 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0828147 0.0 0.0
NONHSAT023395.2 0.0 0.10626 0.0 0.0 0.133959 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.000412412 0.0 0.0 0.0 0.0 0.460295 0.0 0.740991 0.0 0.174038 0.0
NONHSAT023396.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
NONHSAT023656.2 38.8603 172.352 150.69 118.363 58.72 24.6845 70.9904 14.2986 49.5895 23.4968 25.8371 41.0386 2.58041 25.486 2.45641 2.35348 89.9509 28.4091 3.24484 6.01621 18.3716 24.3636 42.9652 3.10529
NONHSAT023992.2 0.675264 1.09659 2.001 0.585166 1.06092 0.840167 0.087745 0.210574 0.0893383 0.254765 0.132351 0.540889 0.259049 0.0852803 0.155087 0.743879 2.4823 0.251702 2.08269 1.48438 0.683271 0.41208 0.728951 0.278142
NONHSAT024660.2 0.0 0.379931 0.414119 0.107005 0.0 0.0 0.0 0.382394 0.232566 0.0 0.0 0.0458567 0.0 0.0 0.53861 0.0 0.21007 0.0 0.0 0.0 5.72694 5.63534 0.638663 0.0
NONHSAT024662.2 0.0 0.0 0.036468 0.0289887 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0261785 0.0286363 0.0 0.182241 0.443382 0.0 0.0
NONHSAT024664.2 0.0 0.089468 0.0 0.000103673 0.0874057 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.120979 0.0 0.301523 0.0 0.0 0.153741 0.365829 0.581676 0.283502 0.0
NONHSAT024665.2 0.0 0.118677 0.446398 0.0 0.172896 0.471593 0.0 0.0344382 0.0 0.0 0.0 0.0 0.0 0.0 3.19723 0.0628339 0.920335 0.0 0.927265 0.0 6.07084 3.93624 0.000349682 0.0
NONHSAT024896.2 0.0 0.446148 0.0 0.0 0.0708712 0.0 0.0 0.157096 0.0 0.0 0.0 0.485486 0.0 0.0 0.33072 0.326683 0.0402771 0.0 0.124635 0.0 0.0 0.0 0.45839 0.0948888
NONHSAT025356.2 0.324216 0.0 0.0 0.0 0.308027 0.0 0.0 0.17681 0.0 0.0 0.0 0.0729568 0.0516421 0.184213 0.0 0.000840395 0.55146 0.0 0.0 0.0 0.000144312 0.213692 1.51029 0.77785
NONHSAT025359.2 3.54824 1.61557 0.743505 0.389793 3.58067 0.994769 0.232302 0.51562 0.0 0.423568 0.31299 1.26533 1.08251 0.000499154 0.609504 0.0 1.33343 0.092238 2.17883 1.12435 1.03118 0.349977 6.23503 1.19962
NONHSAT026228.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.000271404 0.0 0.0 0.0 0.0 0.0 0.0 0.154402 0.0 0.0 0.0 0.210186 0.0 0.0
NONHSAT026231.2 0.0367144 0.76628 0.0150882 0.0 0.0 0.0 0.920858 0.0606535 0.702233 0.364145 0.524695 0.232077 0.0 0.0 0.0 0.0 0.218319 0.081653 0.0 0.0 0.067754 0.0 0.105185 0.0
NONHSAT026236.2 0.0 1.14423 0.0 0.0 0.0 0.0 0.384565 0.0324924 0.0 0.0 0.0 0.0 0.425389 0.0 0.0 1.58205 0.986032 0.294927 0.483533 0.0 0.0 0.268888 1.1826 0.249169
NONHSAT026845.2 0.491153 2.10197 0.154732 0.320252 0.108159 0.021189 0.599456 0.217469 0.302926 0.268159 0.33696 0.263601 0.0301366 0.0398628 0.517678 4.97647 0.236911 1.00796 0.77492 0.203445 0.0257719 0.98629 0.289322 3.66692
NONHSAT026882.2 0.0941683 0.117202 0.166577 0.160482 0.0 0.0970098 0.0258846 0.0 0.0523987 0.113722 0.149977 0.224322 0.0 0.0 0.0 0.0 0.128588 0.265368 0.439289 0.0365637 0.46993 0.847626 0.0568554 0.0
NONHSAT027367.2 0.0 0.0 0.0 0.0 0.0 0.0 0.000915144 0.0 0.161971 0.0 0.0 0.0 0.0 0.0 0.0532722 0.0 0.0 0.289826 0.273355 0.0 0.0300793 0.57912 0.0 0.0
NONHSAT027376.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0273082 0.329093 0.0 0.0 0.0 0.0 0.495319 0.0777475 0.0 0.0 0.0 0.0
NONHSAT027936.2 0.0 0.0 0.562736 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.171852 0.0 0.0 1.73694 0.0 0.0 0.208894 0.0 0.0 0.0 0.0 0.0
NONHSAT028146.2 0.0114657 0.00254151 0.0227311 0.00541501 0.00516922 0.00598502 0.010208 0.0125523 0.0397979 0.00561766 0.00493994 0.0102624 0.000950345 0.0 0.000899845 0.000948624 0.112219 0.0 0.000108542 0.0 0.0360675 0.0384148 0.019262 0.0
NONHSAT028361.2 0.0482436 0.0 0.385762 0.0 0.0949144 0.0 0.0 0.0 0.382866 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0974749 0.0316546 0.0 0.0 0.0 0.997658 0.0
NONHSAT028392.2 6.59894 2.46709 3.46588 0.7015 2.98111 4.04424 1.74345 3.6384 8.18134 3.85513 3.65798 1.20238 1.24519 0.404885 2.43131 3.15504 7.67122 2.32012 3.66068 5.43215 2.14136 2.98417 5.05472 4.25492
NONHSAT028400.2 1.20639 0.0 0.598589 0.0 1.04493 0.0 0.0 0.0 0.0 0.115866 0.286666 0.0 0.326956 0.0130243 1.91368 1.10747 0.394578 0.0 0.0 0.0 0.522828 0.170321 2.48436 0.000236278
NONHSAT028401.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.49815 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
NONHSAT028402.2 0.941434 0.0656276 0.75734 2.52543 1.06509 0.0175207 0.0694854 0.268721 0.000478066 0.0649823 0.122845 1.25673 0.131137 0.0 0.0 0.0159044 0.35329 0.10375 0.490583 0.40627 0.0719186 0.540302 0.414595 0.0768884
NONHSAT028510.2 0.226704 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.153285 0.145339 0.0 0.0
NONHSAT028513.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.314875 0.0 0.0 0.0 0.485123 0.0 0.0 0.000933981 0.222563 0.0 0.0333851 0.0 0.0
NONHSAT028514.2 0.115847 0.0526149 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.351152 0.0 0.0
NONHSAT028976.2 0.198512 2.09554 0.250985 0.730904 0.592673 0.0 0.0 0.201818 0.325014 0.285983 1.12929 0.399889 0.305842 0.0 0.0 0.0 0.510414 0.176454 0.0 0.754889 0.0783353 0.447161 0.871646 0.0
NONHSAT029005.2 0.0636187 0.0796978 0.437957 0.0348442 0.0 0.0 0.156181 0.0 0.0 0.568071 0.421456 0.201645 0.0 0.0 0.0 0.0 0.0882355 0.0 0.493469 0.0 0.653233 0.426087 0.0 0.0
NONHSAT030138.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.114829 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.386307 0.0 0.0 0.0
NONHSAT030604.2 0.10228 0.506691 0.0 0.0 0.503373 0.0 0.0883223 0.144775 0.100247 0.0 0.0 0.0 0.0 0.0 0.116479 0.0 0.0218031 0.0512627 0.116294 0.0 0.477224 1.75099 0.0 0.0
NONHSAT030757.2 0.837018 0.814521 0.656616 0.670476 0.410927 1.30153 0.0 0.715574 0.00171778 0.309187 0.0 0.783889 0.603713 0.257054 0.0 0.010006 0.184411 2.01106 0.000101249 0.00123065 0.00837927 0.288055 0.992173 0.000556573
NONHSAT031447.2 0.182433 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0552072 0.0 0.0332884 0.0
NONHSAT031448.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.149858 0.000118685 0.0 0.0 0.0 0.0211593 0.0 0.0 0.0 0.0 1.05802 0.0 0.0 1.06717 5.56292 0.666856 0.0
NONHSAT031459.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.466095 0.0
NONHSAT031463.2 0.0 0.39625 1.00826 0.0 0.0 0.186247 0.0 0.410253 0.0545031 0.0 0.693027 0.0 0.0 0.0 0.0 0.0 0.444944 0.0 0.0 0.0 0.00186612 0.0 0.844331 0.0
NONHSAT031464.2 0.0 0.0 0.0 0.10889 0.0 0.0 0.538386 0.0 0.0 0.726414 0.192135 0.55237 0.0973884 0.0 0.0 0.30449 0.47019 0.000809154 0.252255 0.49844 0.0 0.939743 0.0 0.0
NONHSAT031465.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0874091 0.0
NONHSAT031469.2 0.0 0.0 0.112973 0.0 0.0 0.0431724 0.0 0.0162628 0.443988 0.0844867 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0369917 0.0 0.0 0.157101 0.0
NONHSAT031820.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.310856 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
NONHSAT031827.2 0.17013 0.0 0.0 0.0 0.0 0.32764 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.280965 0.210603 0.151643 0.0 0.0 0.0 0.0 0.0458924 0.00904512 0.613531
NONHSAT033571.2 0.535497 0.284453 0.104318 0.516751 0.181621 0.358558 0.0 0.137553 0.0 0.58204 0.732513 0.0 0.0 0.31775 0.28161 0.335523 0.974424 0.0 0.083015 0.0 0.706363 1.58314 0.115586 0.0
NONHSAT033575.2 0.0 0.0 0.0 0.103121 0.0383926 0.163867 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.2199 0.0 0.0 0.0824014 0.0 0.0923508 0.110674 0.0354249 1.02684
NONHSAT033576.2 0.080144 0.0 0.0 0.0 0.0 0.765207 0.028908 0.477168 0.0 1.04837 0.815193 0.37895 0.0 0.0 0.93777 0.394839 0.164667 0.0 1.11966 0.370128 0.742694 0.0 0.940454 0.0
NONHSAT033598.2 0.0 0.0770273 0.0265556 0.393846 0.0960885 0.0 0.0 0.0 0.0 0.289353 0.0 0.099271 0.0 0.0 0.000363172 0.153077 0.319287 0.0 0.362422 0.0 0.0 5.64763 0.0 0.09494
NONHSAT033787.2 0.0384335 0.267358 0.0920793 0.353202 0.0889588 0.0612453 0.160371 0.0690273 0.290869 0.152415 0.125433 0.133998 0.0331198 0.0812485 0.166769 0.0919014 0.379305 0.174633 0.0384566 0.0121011 0.0751467 0.307724 0.121522 0.0742101
NONHSAT033908.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.06048 0.0 0.0
NONHSAT033909.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
NONHSAT033910.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00101343 0.0 0.0 0.0 0.216159 0.0 0.0 0.0
NONHSAT033913.2 0.65018 1.82638 1.25292 0.27626 0.938818 0.140738 0.0409551 0.589052 0.595141 0.276268 0.00968905 0.404954 0.270237 0.0 0.0 0.611897 1.15758 0.0 1.03893 0.0 1.23183 1.99392 4.20401 1.24329
NONHSAT033914.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.409752 0.0 0.0 0.102908 0.0 0.0 0.0 0.0 0.0 0.0
NONHSAT033916.2 0.0951674 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00334938 0.0 0.000218268 0.0 0.0 0.0 0.0 0.0 0.0 0.00152709 0.0 0.0 0.0 0.0 0.0 0.0
NONHSAT033917.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
NONHSAT033918.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
NONHSAT033919.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0818839 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0973328 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
NONHSAT033921.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
NONHSAT033924.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0283828 0.0 0.0 0.0
NONHSAT033925.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.183238 0.0 0.00229795 0.0 0.0 0.0 0.0 0.0 0.0 0.140341 0.0 0.0 0.0 0.0 0.0 0.0
NONHSAT033926.2 0.0 0.0 0.0173175 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.136232 0.422842 0.0 0.0
NONHSAT033927.2 0.0 0.0571162 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0893713 0.327458 0.1527 0.0
NONHSAT033928.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
NONHSAT033929.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0582842 0.0 0.00526357 0.0 0.0 0.0 0.0 0.0 0.0 0.015664 0.0 0.0 0.222555 0.0781926 0.0
NONHSAT033930.2 0.0 0.0 0.114471 0.199712 0.118077 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0451502 0.55875 0.0 0.0
NONHSAT034587.2 0.0 0.0 0.0980983 0.126141 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.182451 0.344012 0.0621645 0.0 0.0 0.0226481 0.0 0.0 0.0 0.0 0.027041 0.0 0.0
NONHSAT034666.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.57823 0.0 0.0 0.315457 0.0 0.0 0.0 0.0606704 0.0 0.0 0.0 0.300852 0.0 0.0
NONHSAT034667.2 0.0 0.00290754 0.0 0.0 0.0147863 0.0 0.0902982 0.0 0.0453843 0.00151561 0.0186324 0.0195279 0.0 0.0 0.0 0.0 0.0549609 0.0 0.0 0.0 0.0118536 0.0 0.0 0.0
NONHSAT034768.2 0.00249835 0.00228536 0.00227801 0.0060614 0.589655 1.04665 0.0102982 0.656665 0.0153035 0.00470873 0.00455187 2.35698 0.00218072 0.0142044 0.00199525 0.00215328 0.750763 0.564135 1.67876 0.0 1.60421 0.00577222 0.00198857 0.069339
NONHSAT035568.2 40.7696 37.775 29.9604 95.0548 45.3016 12.6364 12179.0 0.574821 790.907 11.7455 9.79842 10.2944 0.407281 12927.3 2.06205 0.136252 28.3665 44.2619 0.981969 0.42043 32.4931 78.862 1.99889 0.093157
NONHSAT035844.2 0.0 0.95012 0.207497 0.164327 0.0582451 0.479036 0.0 0.0 0.0 0.656485 0.0926553 0.0 0.0 0.500454 0.0 0.373733 0.5041 0.0 0.336428 0.0 0.165999 0.0 0.0244862 0.558583
NONHSAT035845.2 0.46158 0.391943 0.772067 0.281027 0.302899 0.193612 0.354196 0.0 0.602843 0.415413 0.410483 1.68416 0.0 0.0 0.867289 0.554721 0.393588 0.513895 0.333056 0.0 1.12355 0.646555 0.127349 0.883613
NONHSAT035906.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
NONHSAT035955.2 3.49731 1.15907 1.82239 1.36829 2.13551 2.35847 2.13655 1.4808 0.0 0.980277 0.265734 1.69994 1.14608 0.000278459 0.529442 0.000359124 1.65321 0.980364 2.48884 0.891776 1.05688 0.00228872 3.2791 0.000426292
NONHSAT035958.2 0.00693876 0.260354 0.0662993 0.0 0.125878 0.00671008 0.226149 0.170159 0.552694 0.0 0.0 0.0203946 0.0 0.0 0.0 0.0653857 0.144979 0.272895 0.107116 0.0 0.0383657 0.183585 0.409981 0.198984
NONHSAT036224.2 0.0 0.115044 0.0 0.210135 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.614023 0.335911 0.402144 0.0
NONHSAT036225.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.455974 0.0 0.00783271 0.287974 0.0550298 0.0 0.0
NONHSAT036226.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.115381 0.0 0.0
NONHSAT036227.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00549914 0.0 0.498537 0.0730277 0.0 0.0
NONHSAT036344.2 2.81344 1.67393 0.458682 0.00228386 1.36712 0.83231 0.168507 0.655681 0.581313 0.187367 0.422326 0.569024 0.293092 0.0266286 1.44026 1.27374 0.489846 0.862956 0.735358 1.24473 4.21258 5.98849 1.35513 1.56238
NONHSAT036774.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.000927387 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
NONHSAT037123.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.7926 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
NONHSAT037127.2 0.0 0.0 0.0 1.6982 0.0 0.0 0.249109 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.47289 0.0 0.0
NONHSAT037128.2 0.0 0.0 0.0 0.00220427 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.136519 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.131886 0.0 0.0
NONHSAT037129.2 0.862702 2.70058 0.650314 1.31939 0.857695 0.327285 1.23296 0.917142 1.72292 1.00566 0.736113 0.591586 0.337834 0.405293 0.981372 0.689257 0.98635 1.92358 0.855528 0.158047 0.629294 1.78875 1.43008 0.79115
NONHSAT037133.2 0.931703 0.321934 0.0 0.333941 0.0 0.799778 0.854109 0.077364 0.100306 0.864164 1.20765 1.33075 0.486565 0.0 0.0 7.0261 0.412667 1.89101 1.68548 0.0 1.25907 2.79285 0.652708 0.632232
NONHSAT037136.2 0.536912 0.518409 0.0179356 0.16346 0.258987 0.0 0.0 0.0210967 0.268575 0.0 0.0 0.390506 0.0 0.433876 0.023982 0.223008 0.036324 0.40097 0.0941226 0.0 0.225322 0.817626 0.427155 0.0
NONHSAT037139.2 0.441547 0.397606 0.231123 0.610559 0.270385 0.0532041 0.653353 0.187525 0.547434 0.296087 0.180448 0.289774 0.280107 0.0 0.274094 0.0829806 0.205582 1.41735 0.389893 0.0 0.0900773 1.42412 0.435275 0.0
NONHSAT039185.2 1.87192 0.383624 1.27862 0.927191 2.14875 0.06281 1.07181 2.74967 1.37881 1.40997 0.690479 1.18785 0.840236 0.944499 1.92851 2.36831 0.115387 2.62071 0.659063 1.63679 0.948329 1.75383 0.489229 4.34882
NONHSAT039562.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
NONHSAT039734.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
NONHSAT039756.2 0.0 0.0 0.0 0.0120656 0.0 0.0 1.56415 0.0 0.0 4.61146 8.19362 0.0 0.0 0.0 0.0 0.0 0.0 3.85783 0.0 0.0 0.0 3.71635 0.0 0.0
NONHSAT039761.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.354218 1.01611 0.0 13.1086 0.47077 0.0 0.0353021 0.0 0.0 0.0 122.829 0.33345 0.00476355 0.0 0.696869 0.0 0.0
NONHSAT039775.2 0.226084 0.0972947 0.386665 0.0 1.18941 0.207792 1.3206 0.407091 0.0234873 11.1693 14.4109 0.0258184 0.0 0.0 0.171025 0.37942 13.1175 20.12 0.652458 0.0 1.31418 7.28338 0.292112 0.0
